name,taxid,total_length,total_gap_length,scaffold_count,scaffold_N50,contig_count,contig_N50
GCF_001278095.1,1649184,8307279,0,0,0,0,0
GCF_001278115.1,1202724,0,0,0,0,0,0
GCF_001278315.1,108619,4512838,0,0,0,0,0
GCF_001278345.1,2702,0,0,0,0,0,0
GCF_001278365.1,84292,0,0,0,0,0,0
GCF_001278385.1,77020,0,0,0,0,0,0
GCF_001278515.1,210,0,0,0,0,0,0
GCF_001278525.1,210,0,0,0,0,0,0
GCF_001278535.1,1353886,0,0,0,0,0,0
GCF_001278545.1,210,0,0,0,0,0,0
GCF_001278635.1,1390,0,0,0,0,0,0
GCF_001278665.1,1441923,0,0,0,0,0,0
GCF_001278685.1,29575,0,0,0,0,0,0
GCF_001278705.1,1441095,4597707,420,0,0,4,2791627
GCF_001278715.1,1646498,2962453,0,0,0,0,0
GCF_001278745.1,1280,2893726,0,0,0,0,0
GCF_001278755.1,1581038,4215291,5100,0,0,2,3100053
GCF_001278785.1,669502,463023,0,0,0,0,0
GCF_001278805.1,1705566,5265521,140,0,0,1,5265381
GCF_001278825.1,1705617,2614527,0,0,0,0,0
GCF_001278845.1,712122,3836419,0,0,0,0,0
GCF_001278875.1,1932366,0,0,0,0,0,0
GCF_001278905.1,244366,5090052,0,0,0,0,0
GCF_001278925.1,13373,0,0,0,0,0,0
GCF_001278945.1,1293441,0,0,0,0,0,0
GCF_001278955.1,227866,0,0,0,0,0,0
GCF_001279005.1,36816,0,0,0,0,0,0
GCF_001279015.1,132474,0,0,0,0,0,0
GCF_001279025.1,1519473,0,0,0,0,0,0
GCF_001279065.1,132474,0,0,0,0,0,0
GCF_001279075.1,132474,0,0,0,0,0,0
GCF_001279095.1,132474,0,0,0,0,0,0
GCF_001279105.1,132474,0,0,0,0,0,0
GCF_001279145.1,729,0,0,0,0,0,0
GCF_001279165.1,13373,0,0,0,0,0,0
GCF_001279175.1,13373,0,0,0,0,0,0
GCF_001279185.1,13373,0,0,0,0,0,0
GCF_001279195.1,13373,0,0,0,0,0,0
GCF_001279245.1,13373,0,0,0,0,0,0
GCF_001279255.1,13373,0,0,0,0,0,0
GCF_001279265.1,13373,0,0,0,0,0,0
GCF_001279275.1,13373,0,0,0,0,0,0
GCF_001279325.1,13373,0,0,0,0,0,0
GCF_001279345.1,1464079,0,0,0,0,0,0
GCF_001279355.1,1519476,0,0,0,0,0,0
GCF_001279365.1,1519475,0,0,0,0,0,0
GCF_001279375.1,132474,0,0,0,0,0,0
GCF_001279425.1,1519477,0,0,0,0,0,0
GCF_001279445.1,1415552,0,0,0,0,0,0
GCF_001279455.1,1415560,0,0,0,0,0,0
GCF_001279485.1,1519480,0,0,0,0,0,0
GCF_001279495.1,1519486,0,0,0,0,0,0
GCF_001279525.1,1519492,0,0,0,0,0,0
GCF_001279545.1,1519493,0,0,0,0,0,0
GCF_001279555.1,1415541,0,0,0,0,0,0
GCF_001279585.1,1519494,0,0,0,0,0,0
GCF_001279605.1,1519496,0,0,0,0,0,0
GCF_001279615.1,1519498,0,0,0,0,0,0
GCF_001279625.1,1415554,0,0,0,0,0,0
GCF_001279655.1,1415555,0,0,0,0,0,0
GCF_001279685.1,1415556,0,0,0,0,0,0
GCF_001279695.1,1415557,0,0,0,0,0,0
GCF_001279725.1,1415551,0,0,0,0,0,0
GCF_001279735.1,1415545,0,0,0,0,0,0
GCF_001279765.1,1519479,0,0,0,0,0,0
GCF_001279775.1,1415546,0,0,0,0,0,0
GCF_001279805.1,1415562,0,0,0,0,0,0
GCF_001279815.1,1519478,0,0,0,0,0,0
GCF_001279845.1,1519481,0,0,0,0,0,0
GCF_001279855.1,1519482,0,0,0,0,0,0
GCF_001279885.1,1519483,0,0,0,0,0,0
GCF_001279905.1,1415563,0,0,0,0,0,0
GCF_001279925.1,1519487,0,0,0,0,0,0
GCF_001279935.1,1519485,0,0,0,0,0,0
GCF_001279965.1,1519488,0,0,0,0,0,0
GCF_001279985.1,1519489,0,0,0,0,0,0
GCF_001280005.1,1519490,0,0,0,0,0,0
GCF_001280015.1,1415544,0,0,0,0,0,0
GCF_001280045.1,1519491,0,0,0,0,0,0
GCF_001280065.1,1415549,0,0,0,0,0,0
GCF_001280085.1,1415542,0,0,0,0,0,0
GCF_001280095.1,1519495,0,0,0,0,0,0
GCF_001280125.1,1519497,0,0,0,0,0,0
GCF_001280145.1,53367,0,0,0,0,0,0
GCF_001280155.1,68259,0,0,0,0,0,0
GCF_001280185.1,149539,0,0,0,0,0,0
GCF_001280205.1,1874630,3241713,0,0,0,0,0
GCF_001280225.1,1265350,638851,0,0,0,0,0
GCF_001280245.1,1639,0,0,0,0,0,0
GCF_001280255.1,271,0,0,0,0,0,0
GCF_001280285.1,1308,1876516,0,0,0,0,0
GCF_001280305.1,1385663,3777136,0,0,0,0,0
GCF_001280325.1,562,5206997,0,0,0,0,0
GCF_001280345.1,562,5358643,0,0,0,0,0
GCF_001280365.1,615,5127030,0,0,0,0,0
GCF_001280385.1,562,5025183,0,0,0,0,0
GCF_001280405.1,562,5152806,0,0,0,0,0
GCF_001280425.1,1705562,0,0,0,0,0,0
GCF_001280435.1,1645915,0,0,0,0,0,0
GCF_001280445.1,1705718,0,0,0,0,0,0
GCF_001280455.1,1765655,0,0,0,0,0,0
GCF_001280505.1,1645914,0,0,0,0,0,0
GCF_001280515.1,1645916,0,0,0,0,0,0
GCF_001280545.1,178606,0,0,0,0,0,0
GCF_001280565.1,28034,0,0,0,0,0,0
GCF_001280585.1,375,0,0,0,0,0,0
GCF_001280595.1,1705561,0,0,0,0,0,0
GCF_001280635.1,670,0,0,0,0,0,0
GCF_001280645.1,670,0,0,0,0,0,0
GCF_001280655.1,670,0,0,0,0,0,0
GCF_001280745.1,287,0,0,0,0,0,0
GCF_001280755.1,287,0,0,0,0,0,0
GCF_001280765.1,287,0,0,0,0,0,0
GCF_001280775.1,1352,0,0,0,0,0,0
GCF_001280825.1,1354,0,0,0,0,0,0
GCF_001280845.1,1679165,0,0,0,0,0,0
GCF_001280865.1,1300348,0,0,0,0,0,0
GCF_001280875.1,1653434,0,0,0,0,0,0
GCF_001280885.1,1415561,0,0,0,0,0,0
GCF_001280925.1,72407,5088873,0,0,0,0,0
GCF_001280945.1,880156,0,0,0,0,0,0
GCF_001280965.1,1509,0,0,0,0,0,0
GCF_001281005.1,546,5080321,0,0,0,0,0
GCF_001281025.1,28037,1906344,0,0,0,0,0
GCF_001281045.1,362837,1179577,0,0,0,0,0
GCF_001281065.1,1747,2522438,0,0,0,0,0
GCF_001281085.1,1661,2295822,0,0,0,0,0
GCF_001281105.1,1302,2283306,0,0,0,0,0
GCF_001281115.1,1690248,3851242,0,0,0,0,0
GCF_001281145.1,1280,2810810,0,0,0,0,0
GCF_001281165.1,148814,0,0,0,0,0,0
GCF_001281175.1,1218495,0,0,0,0,0,0
GCF_001281205.1,148814,0,0,0,0,0,0
GCF_001281215.1,148814,0,0,0,0,0,0
GCF_001281225.1,148814,0,0,0,0,0,0
GCF_001281265.1,1423768,0,0,0,0,0,0
GCF_001281285.1,148814,0,0,0,0,0,0
GCF_001281305.1,1682,2578115,0,0,0,0,0
GCF_001281315.1,1704044,4936686,0,0,0,0,0
GCF_001281345.1,1681,2210370,0,0,0,0,0
GCF_001281365.1,1332075,5850990,0,0,0,0,0
GCF_001281385.1,1125411,1714148,0,0,0,0,0
GCF_001281405.1,1318743,1467695,0,0,0,0,0
GCF_001281425.1,1685,2426006,0,0,0,0,0
GCF_001281445.1,65058,2483321,0,0,0,0,0
GCF_001281465.1,1267562,5578743,0,0,0,0,0
GCF_001281485.1,361183,2786256,0,0,0,0,0
GCF_001281505.1,1528099,1915154,0,0,0,0,0
GCF_001281525.1,33935,0,0,0,0,0,0
GCF_001281545.1,584,3793000,0,0,0,0,0
GCF_001281565.1,585,3794983,0,0,0,0,0
GCF_001281585.1,686,0,0,0,0,0,0
GCF_001281595.1,686,0,0,0,0,0,0
GCF_001281605.1,1280,0,0,0,0,0,0
GCF_001281615.1,686,0,0,0,0,0,0
GCF_001281665.1,686,0,0,0,0,0,0
GCF_001281685.1,562,0,0,0,0,0,0
GCF_001281695.1,1664068,0,0,0,0,0,0
GCF_001281725.1,562,0,0,0,0,0,0
GCF_001281755.1,562,0,0,0,0,0,0
GCF_001281775.1,562,0,0,0,0,0,0
GCF_001281795.1,562,0,0,0,0,0,0
GCF_001281815.1,562,0,0,0,0,0,0
GCF_001281845.1,562,0,0,0,0,0,0
GCF_001281855.1,562,0,0,0,0,0,0
GCF_001281885.1,562,0,0,0,0,0,0
GCF_001281905.1,562,0,0,0,0,0,0
GCF_001281915.1,562,0,0,0,0,0,0
GCF_001281925.1,562,0,0,0,0,0,0
GCF_001281965.1,562,0,0,0,0,0,0
GCF_001281985.1,562,0,0,0,0,0,0
GCF_001281995.1,562,0,0,0,0,0,0
GCF_001282025.1,562,0,0,0,0,0,0
GCF_001282035.1,562,0,0,0,0,0,0
GCF_001282065.1,562,0,0,0,0,0,0
GCF_001282115.1,1709476,0,0,0,0,0,0
GCF_001282125.1,303,0,0,0,0,0,0
GCF_001282135.1,1709477,0,0,0,0,0,0
GCF_001282155.1,562,0,0,0,0,0,0
GCF_001282195.1,562,0,0,0,0,0,0
GCF_001282215.1,562,0,0,0,0,0,0
GCF_001282225.1,562,0,0,0,0,0,0
GCF_001282235.1,562,0,0,0,0,0,0
GCF_001282275.1,562,0,0,0,0,0,0
GCF_001282295.1,562,0,0,0,0,0,0
GCF_001282335.1,562,0,0,0,0,0,0
GCF_001282345.1,562,0,0,0,0,0,0
GCF_001282375.1,562,0,0,0,0,0,0
GCF_001282395.1,80867,0,0,0,0,0,0
GCF_001282445.1,1773,0,0,0,0,0,0
GCF_001282455.1,1773,0,0,0,0,0,0
GCF_001282465.1,1773,0,0,0,0,0,0
GCF_001282475.1,1773,0,0,0,0,0,0
GCF_001282525.1,1773,0,0,0,0,0,0
GCF_001282535.1,1773,0,0,0,0,0,0
GCF_001282555.1,1773,0,0,0,0,0,0
GCF_001282575.1,1773,0,0,0,0,0,0
GCF_001282605.1,666,0,0,0,0,0,0
GCF_001282625.1,1627894,2824716,0,0,0,2,1664769
GCF_001282665.1,1686289,3568817,2436,16,788642,30,343080
GCF_001282685.1,1658108,4578674,93,11,3391002,12,3391002
GCF_001282705.1,1211818,3584162,52953,36,225235,194,32204
GCF_001282725.1,1658111,3497276,407,14,1005142,15,948956
GCF_001282765.1,227946,4606652,0,0,0,190,37264
GCF_001282785.1,1480675,2835858,0,0,0,1,2835858
GCF_001282805.1,1195923,4753207,0,0,0,89,89164
GCF_001282885.1,487906,4396811,0,0,0,142,59681
GCF_001282905.1,47500,5982226,7978,0,0,217,126296
GCF_001282925.1,47500,6296996,12516,0,0,277,89528
GCF_001282945.1,1578720,1578404,17325,0,0,30,117717
GCF_001282965.1,35817,1606820,730,0,0,93,37414
GCF_001282985.1,1578720,1580529,546,0,0,73,41546
GCF_001283005.1,35817,1671206,118,0,0,139,28527
GCF_001283025.1,1578720,1578737,551,0,0,64,73766
GCF_001283045.1,35817,1570832,1676,0,0,111,38515
GCF_001283065.1,35817,1638988,17326,0,0,39,68371
GCF_001283085.1,35817,1574711,473,0,0,79,38991
GCF_001283105.1,1578720,1584457,222,0,0,76,35263
GCF_001283125.1,90370,4850883,17,0,0,49,206300
GCF_001283145.1,562,5127015,0,0,0,144,193640
GCF_001283165.1,562,4773629,22,0,0,90,129752
GCF_001283185.1,562,5666911,190,0,0,254,117016
GCF_001283265.1,562,5047485,11,0,0,177,135989
GCF_001283285.1,562,5049654,0,0,0,118,118949
GCF_001283305.1,562,4916558,39,0,0,273,55735
GCF_001283325.1,562,5024713,67,0,0,219,75111
GCF_001283365.1,562,5086407,0,0,0,121,159375
GCF_001283385.1,562,5100034,11,0,0,226,122058
GCF_001283405.1,562,5359033,0,0,0,269,106069
GCF_001283425.1,562,5091592,0,0,0,195,148737
GCF_001283445.1,562,5220872,0,0,0,259,69564
GCF_001283465.1,562,5045573,0,0,0,84,148265
GCF_001283485.1,562,5225430,0,0,0,232,118525
GCF_001283505.1,562,5096679,0,0,0,135,177282
GCF_001283525.1,562,5215348,0,0,0,143,139796
GCF_001283545.1,562,5148303,31,0,0,215,102731
GCF_001283565.1,562,5232916,46,0,0,243,73372
GCF_001283585.1,562,4949391,0,0,0,99,210003
GCF_001283605.1,562,5062519,24,0,0,106,133907
GCF_001283645.1,562,5052902,0,0,0,226,57564
GCF_001283665.1,562,4736586,0,0,0,101,147488
GCF_001283685.1,562,4927621,10,0,0,105,143030
GCF_001283705.1,562,4874460,0,0,0,163,83727
GCF_001283725.1,562,5098885,0,0,0,154,97718
GCF_001283745.1,562,5149908,0,0,0,143,154605
GCF_001283765.1,562,5323410,13,0,0,275,73176
GCF_001283785.1,562,4855592,10,0,0,103,150401
GCF_001283805.1,562,5085041,11,0,0,220,127256
GCF_001283825.1,562,4915104,0,0,0,145,126745
GCF_001283845.1,562,5270692,0,0,0,120,160397
GCF_001283865.1,562,4679352,0,0,0,33,281913
GCF_001283885.1,562,4885912,0,0,0,122,167731
GCF_001283925.1,562,5110827,0,0,0,187,136039
GCF_001283945.1,562,4782456,31,0,0,108,147628
GCF_001283965.1,562,5129442,0,0,0,145,154523
GCF_001283985.1,562,4860971,31,0,0,75,417490
GCF_001284005.1,562,5323464,20,0,0,128,120179
GCF_001284025.1,562,5169761,0,0,0,159,116220
GCF_001284045.1,562,5036471,38,0,0,181,80297
GCF_001284065.1,562,5065919,80,0,0,222,90372
GCF_001284085.1,562,5191258,0,0,0,123,166203
GCF_001284105.1,562,4965260,27,0,0,135,103125
GCF_001284125.1,562,5180549,0,0,0,128,153646
GCF_001284165.1,562,4069292,11,0,0,30,179004
GCF_001284185.1,562,4999139,0,0,0,77,283986
GCF_001284205.1,562,5096946,0,0,0,162,123203
GCF_001284225.1,562,5190238,179,0,0,178,148264
GCF_001284245.1,562,4862086,15,0,0,90,159312
GCF_001284265.1,562,5120203,0,0,0,171,141339
GCF_001284285.1,562,5415101,0,0,0,121,154108
GCF_001284305.1,562,4937328,0,0,0,119,150442
GCF_001284325.1,562,5204188,33,0,0,275,52923
GCF_001284345.1,562,5093990,51,0,0,180,127218
GCF_001284365.1,562,5091798,0,0,0,262,72304
GCF_001284385.1,562,4811556,33,0,0,97,211425
GCF_001284405.1,562,5105644,27,0,0,200,65453
GCF_001284425.1,562,5134095,115,0,0,127,150297
GCF_001284445.1,562,4749305,0,0,0,57,179824
GCF_001284465.1,562,4927275,0,0,0,294,54100
GCF_001284485.1,562,5211678,69,0,0,170,125155
GCF_001284505.1,562,5093020,0,0,0,327,61627
GCF_001284525.1,562,5216214,0,0,0,271,115613
GCF_001284545.1,562,5408811,0,0,0,151,146462
GCF_001284565.1,562,4780871,0,0,0,102,125697
GCF_001284585.1,562,5214825,29,0,0,272,69114
GCF_001284605.1,562,4793579,0,0,0,103,234045
GCF_001284625.1,562,5277627,23,0,0,116,127659
GCF_001284665.1,562,5140083,0,0,0,126,143125
GCF_001284705.1,562,5017455,98,0,0,140,97132
GCF_001284725.1,562,4796697,0,0,0,57,302404
GCF_001284745.1,562,5204687,0,0,0,130,184711
GCF_001284765.1,562,5140768,0,0,0,131,120274
GCF_001284785.1,562,5451902,0,0,0,179,161317
GCF_001284805.1,562,4961096,0,0,0,183,70867
GCF_001284825.1,562,5425305,143,0,0,184,149004
GCF_001284845.1,562,4925521,48,0,0,142,95268
GCF_001284865.1,562,5270408,21,0,0,116,113801
GCF_001284885.1,562,5220332,144,0,0,263,94921
GCF_001284905.1,562,4643391,0,0,0,39,184737
GCF_001284925.1,562,5141198,0,0,0,256,64759
GCF_001284945.1,562,5201267,54,0,0,137,135102
GCF_001284985.1,562,5099223,10,0,0,109,138531
GCF_001285005.1,562,5173427,20,0,0,131,108708
GCF_001285025.1,562,5874137,287,0,0,474,87395
GCF_001285045.1,562,4970268,0,0,0,202,85670
GCF_001285065.1,562,4990698,0,0,0,86,148322
GCF_001285085.1,562,5219584,28,0,0,112,137721
GCF_001285105.1,562,5272849,0,0,0,246,99924
GCF_001285125.1,562,5315452,21,0,0,204,106638
GCF_001285145.1,562,4887442,0,0,0,140,137107
GCF_001285165.1,562,4928225,77,0,0,129,86700
GCF_001285185.1,562,4831755,11,0,0,75,210557
GCF_001285205.1,562,4934711,25,0,0,154,103097
GCF_001285225.1,562,5097432,22,0,0,181,123127
GCF_001285245.1,562,5149753,15,0,0,225,83586
GCF_001285265.1,562,4839962,0,0,0,89,159661
GCF_001285285.1,562,5264902,109,0,0,224,85997
GCF_001285305.1,562,5191508,39,0,0,142,144276
GCF_001285325.1,562,5081636,11,0,0,216,120903
GCF_001285345.1,562,4841256,0,0,0,136,137961
GCF_001285365.1,562,4959050,31,0,0,112,169200
GCF_001285405.1,562,5057270,0,0,0,166,167752
GCF_001285425.1,562,5412502,0,0,0,274,73653
GCF_001285445.1,562,4937272,0,0,0,97,147669
GCF_001285465.1,562,5065642,0,0,0,331,53247
GCF_001285485.1,562,5300706,0,0,0,200,132809
GCF_001285505.1,562,4960976,0,0,0,156,135225
GCF_001285525.1,562,5003607,0,0,0,147,167755
GCF_001285565.1,562,4793312,321,0,0,76,191425
GCF_001285605.1,562,5209125,70,0,0,187,92118
GCF_001285625.1,562,4804932,22,0,0,112,125346
GCF_001285645.1,562,5098280,40,0,0,85,201593
GCF_001285665.1,562,5047821,0,0,0,116,148281
GCF_001285685.1,562,5072005,35,0,0,152,137896
GCF_001285705.1,562,5226573,71,0,0,139,124717
GCF_001285725.1,562,5460241,22,0,0,206,114667
GCF_001285745.1,562,5026233,0,0,0,166,148973
GCF_001285765.1,562,5337679,0,0,0,237,108350
GCF_001285785.1,562,4915097,0,0,0,263,54057
GCF_001285805.1,562,4857902,313,0,0,189,76387
GCF_001285825.1,562,5022063,0,0,0,106,182834
GCF_001285845.1,562,5370423,0,0,0,242,108326
GCF_001285865.1,562,5254641,0,0,0,282,78267
GCF_001285885.1,562,5142875,0,0,0,272,61727
GCF_001285905.1,562,5081727,62,0,0,214,55173
GCF_001285945.1,562,4893258,225,0,0,211,62995
GCF_001285965.1,562,5192192,18,0,0,195,126385
GCF_001285985.1,562,5240434,44,0,0,207,167746
GCF_001286005.1,562,5236421,0,0,0,153,151922
GCF_001286025.1,562,5069408,0,0,0,93,326320
GCF_001286045.1,562,5101572,25,0,0,227,121908
GCF_001286085.1,562,4965193,16,0,0,165,121850
GCF_001286105.1,562,5116051,19,0,0,164,154539
GCF_001286125.1,562,4783658,58,0,0,83,210338
GCF_001286145.1,562,5267507,11,0,0,282,83582
GCF_001286165.1,562,5453949,0,0,0,340,64231
GCF_001286185.1,562,5091309,0,0,0,176,121354
GCF_001286205.1,562,5174594,21,0,0,305,91487
GCF_001286225.1,562,5331620,0,0,0,116,134203
GCF_001286245.1,562,5030955,72,0,0,86,233965
GCF_001286285.1,562,4920468,28,0,0,339,53837
GCF_001286305.1,562,5120183,10,0,0,206,81561
GCF_001286325.1,562,5089476,38,0,0,152,140141
GCF_001286365.1,562,5090618,0,0,0,219,115109
GCF_001286385.1,562,5159284,0,0,0,229,91364
GCF_001286405.1,562,5216908,82,0,0,279,79944
GCF_001286425.1,562,4950756,20,0,0,120,95282
GCF_001286445.1,562,5231302,90,0,0,283,85319
GCF_001286465.1,562,4787944,0,0,0,28,445773
GCF_001286485.1,562,4783406,38,0,0,46,235722
GCF_001286505.1,562,5169407,441,0,0,272,58617
GCF_001286525.1,817,5188967,0,0,0,0,0
GCF_001286545.1,562,5208687,294,0,0,204,91811
GCF_001286565.1,562,4735525,0,0,0,30,362097
GCF_001286585.1,562,5043611,104,0,0,125,209991
GCF_001286605.1,562,4791124,0,0,0,49,308962
GCF_001286625.1,562,5467292,2634,0,0,241,141977
GCF_001286645.1,562,5215340,524,0,0,174,137893
GCF_001286665.1,562,4882059,3977,0,0,93,174086
GCF_001286685.1,562,5013256,2630,0,0,141,211200
GCF_001286705.1,562,5183728,5335,0,0,306,187510
GCF_001286745.1,1423,4044356,0,0,0,125,83709
GCF_001286765.1,1423,4116767,0,0,0,211,44747
GCF_001286805.1,1686287,1621211,0,0,0,2,1331844
GCF_001286825.1,1396,5247249,0,0,0,793,14454
GCF_001286845.1,1423,4060709,0,0,0,114,93251
GCF_001286865.1,1423,3993757,0,0,0,80,132062
GCF_001286885.1,1423,3962286,0,0,0,76,186132
GCF_001286925.1,40324,4386843,0,0,0,34,198115
GCF_001286945.1,1390,4031481,0,0,0,128,92942
GCF_001286965.1,1390,4090896,0,0,0,167,100430
GCF_001286985.1,1408,3758903,0,0,0,108,173039
GCF_001287005.1,33892,4311781,302,0,0,3,2338802
GCF_001287045.1,33892,4284346,6799,0,0,32,254023
GCF_001287065.1,33892,4306135,1070,0,0,6,1115578
GCF_001287105.1,33892,4307175,1263,0,0,7,2328400
GCF_001287125.1,33892,4294196,939,0,0,7,1264091
GCF_001287165.1,33892,4279194,2159,0,0,10,547899
GCF_001287185.1,33892,4303180,2030,0,0,10,496414
GCF_001287205.1,33892,4337122,1387,0,0,7,1022271
GCF_001287225.1,33892,4297448,1953,0,0,9,918853
GCF_001287245.1,33892,4318337,680,0,0,4,1554746
GCF_001287325.1,33892,4293535,1782,0,0,12,722851
GCF_001287365.1,33892,4317624,298,0,0,2,3949439
GCF_001287425.1,33892,4322672,1626,0,0,8,755147
GCF_001287485.1,33892,4285339,2338,0,0,13,910908
GCF_001287505.1,1280,2855626,3183,0,0,31,188017
GCF_001287525.1,1280,2920830,1977,0,0,27,240630
GCF_001287545.1,1280,2880845,3171,0,0,34,185216
GCF_001287565.1,1280,2878841,2292,0,0,28,251719
GCF_001287585.1,1280,2878884,3096,0,0,31,237993
GCF_001287605.1,1280,2857574,5109,0,0,33,181162
GCF_001287625.1,1280,2883497,1477,0,0,25,309453
GCF_001287645.1,1280,2837886,3252,0,0,31,164429
GCF_001287665.1,1280,2824620,2306,0,0,23,185241
GCF_001287685.1,1280,2787924,2868,0,0,40,145457
GCF_001287705.1,1280,2898355,4449,0,0,36,185433
GCF_001287725.1,1280,2928388,4991,0,0,66,141002
GCF_001287745.1,1280,2922373,2061,0,0,25,238862
GCF_001287765.1,1280,2845189,2124,0,0,29,298718
GCF_001287785.1,1280,2817106,4227,0,0,31,174967
GCF_001287805.1,1280,2867228,1400,0,0,22,239688
GCF_001287825.1,1280,2838923,3623,0,0,37,164404
GCF_001287845.1,1280,2843313,3477,0,0,36,174996
GCF_001287865.1,1280,2878334,2869,0,0,25,202350
GCF_001287885.1,1280,2879012,2482,0,0,29,238900
GCF_001287905.1,1280,2890822,3923,0,0,36,188197
GCF_001287925.1,1280,2898579,1812,0,0,28,173242
GCF_001287945.1,1280,2879265,2567,0,0,31,224184
GCF_001287965.1,1280,2883266,2442,0,0,28,220591
GCF_001287985.1,1280,2847823,2577,0,0,34,180705
GCF_001288005.1,1280,2921689,3636,0,0,31,180678
GCF_001288025.1,1280,2749651,2236,0,0,26,221151
GCF_001288045.1,1280,2875583,3268,0,0,32,191433
GCF_001288065.1,1280,2918674,4430,0,0,37,179326
GCF_001288085.1,1280,2804831,4057,0,0,43,111646
GCF_001288105.1,1280,2833000,3527,0,0,40,184599
GCF_001288125.1,1280,2921634,3693,0,0,28,180641
GCF_001288145.1,1280,2740158,1343,0,0,17,313995
GCF_001288165.1,1280,2861514,1504,0,0,29,227940
GCF_001288185.1,1280,2873357,2473,0,0,29,251716
GCF_001288205.1,1280,2921462,1788,0,0,31,225894
GCF_001288225.1,1280,2918882,3694,0,0,30,267799
GCF_001288245.1,1280,2875258,3678,0,0,31,223114
GCF_001288265.1,1280,2874380,2639,0,0,28,202217
GCF_001288285.1,549,0,0,0,0,0,0
GCF_001288305.1,1280,2870825,2918,0,0,29,202384
GCF_001288325.1,1280,2868452,1718,0,0,21,298843
GCF_001288345.1,1280,2749340,1718,0,0,26,189913
GCF_001288365.1,1280,2878335,2153,0,0,27,202452
GCF_001288385.1,1280,2724881,1745,0,0,22,325813
GCF_001288405.1,1280,2810037,3287,0,0,41,188893
GCF_001288425.1,1280,2861896,3083,0,0,29,184810
GCF_001288445.1,1280,2932218,3324,0,0,47,162803
GCF_001288465.1,1280,2804553,2257,0,0,27,257512
GCF_001288485.1,1280,2847371,2530,0,0,29,221153
GCF_001288505.1,1280,2897667,2144,0,0,34,233988
GCF_001288525.1,1280,2878838,2827,0,0,31,238862
GCF_001288545.1,1280,2850946,2276,0,0,24,213157
GCF_001288565.1,1280,2877571,3005,0,0,27,174998
GCF_001288585.1,1280,2873082,2933,0,0,31,223346
GCF_001288605.1,1280,2870040,3016,0,0,30,189968
GCF_001288625.1,1280,2820085,1794,0,0,30,173506
GCF_001288645.1,1280,2921820,1912,0,0,30,202357
GCF_001288665.1,1280,2881174,3062,0,0,33,245524
GCF_001288685.1,1280,2874448,2680,0,0,29,184262
GCF_001288705.1,1280,2951840,2727,0,0,33,180297
GCF_001288725.1,1280,2931286,4805,0,0,44,145539
GCF_001288745.1,1280,2878991,2446,0,0,26,251723
GCF_001288765.1,1280,2915344,3819,0,0,46,140789
GCF_001288785.1,1280,2923119,2749,0,0,27,218424
GCF_001288805.1,1280,2876253,2879,0,0,39,184998
GCF_001288825.1,1280,2877969,2713,0,0,29,202274
GCF_001288845.1,1280,2897991,2435,0,0,31,187171
GCF_001288865.1,1280,2918659,2848,0,0,35,185990
GCF_001288885.1,1280,2917881,3370,0,0,50,225867
GCF_001288905.1,1280,2921436,4175,0,0,38,189884
GCF_001288925.1,1280,2914765,2846,0,0,33,202350
GCF_001288945.1,1280,2920934,0,0,0,22,326348
GCF_001288965.1,1280,2885356,2966,0,0,41,173129
GCF_001288985.1,1280,2856338,4362,0,0,33,229250
GCF_001289005.1,1280,2810698,2677,0,0,27,182068
GCF_001289025.1,1280,2801501,1487,0,0,18,547352
GCF_001289045.1,1280,2962246,1673,0,0,39,238824
GCF_001289065.1,1280,2874905,1964,0,0,27,180723
GCF_001289085.1,1280,2921711,4824,0,0,38,189137
GCF_001289105.1,1280,2876369,2767,0,0,25,239374
GCF_001289125.1,1280,2877838,2695,0,0,30,175555
GCF_001289145.1,1280,2917242,2725,0,0,32,264473
GCF_001289165.1,1280,2805903,2521,0,0,39,175351
GCF_001289185.1,1280,2925801,2331,0,0,32,181376
GCF_001289205.1,1280,2878049,2659,0,0,27,174996
GCF_001289225.1,1280,2904081,3527,0,0,41,158971
GCF_001289245.1,1280,2879256,3339,0,0,31,236376
GCF_001289265.1,1280,2872259,2109,0,0,35,268247
GCF_001289285.1,1280,2821398,4023,0,0,41,173200
GCF_001289305.1,1280,2874248,2863,0,0,32,326328
GCF_001289325.1,1280,2875677,4000,0,0,31,175180
GCF_001289345.1,1280,2823612,2962,0,0,28,185896
GCF_001289365.1,1280,2862624,2205,0,0,26,224397
GCF_001289385.1,1280,2914530,2929,0,0,31,329615
GCF_001289405.1,1280,2771887,2054,0,0,21,324987
GCF_001289425.1,1280,2896784,2184,0,0,25,202428
GCF_001289445.1,1280,2844971,1942,0,0,38,251549
GCF_001289465.1,1280,2867411,3522,0,0,30,188107
GCF_001289485.1,1280,2925500,3461,0,0,30,309463
GCF_001289505.1,1280,2874464,2614,0,0,24,187973
GCF_001289525.1,1280,2878831,1784,0,0,30,239415
GCF_001289545.1,1280,2795991,3183,0,0,32,232683
GCF_001289565.1,1280,2881411,3001,0,0,30,202433
GCF_001289585.1,1280,2922440,1952,0,0,28,298702
GCF_001289605.1,1280,2930249,2265,0,0,77,96113
GCF_001289625.1,1280,2849686,3208,0,0,32,175053
GCF_001289645.1,1280,2881192,3539,0,0,29,202333
GCF_001289665.1,1280,2930696,2423,0,0,72,96878
GCF_001289685.1,1280,2876229,2771,0,0,34,246359
